Data Venda;Canal de Venda;Local de Venda;PAX;Monetário Vendido;RPK
27/01/2017;TeleVenda;Arena;197;13521,46;28868
27/01/2017;TeleVenda;Arena;1944;76366;285330
27/01/2017;TeleVenda;Ellipsis;1708;53721,85;94199
27/01/2017;Porta a Porta;Vast;946;28428,78;44357
28/01/2017;Telégrafo;Vast;78;3182,45;3830
28/01/2017;Telégrafo;Ellipsis;49;2390,15;2921
28/01/2017;TeleVenda;Vast;254;16083,33;12495
28/01/2017;TeleVenda;Ellipsis;1420;44351,06;79512
28/01/2017;Telégrafo;Mindscape;85;4619,38;10578
28/01/2017;TeleVenda;Mindscape;168;10701,62;17988
28/01/2017;Porta a Porta;Arena;826;36943,51;119359
28/01/2017;Porta a Porta;Mindscape;790;30511,85;94400
28/01/2017;TeleVenda;Vast;2092;70876,84;99519
28/01/2017;TeleVenda;Arena;1739;69706,13;257050
28/01/2017;Porta a Porta;Ellipsis;695;21421,33;37729
28/01/2017;TeleVenda;Mindscape;1550;66090,81;191052
28/01/2017;Telégrafo;Arena;102;5384,45;13515
28/01/2017;Porta a Porta;Vast;931;28587,88;44299
28/01/2017;TeleVenda;Ellipsis;223;14322,75;13730
28/01/2017;TeleVenda;Arena;183;12524,26;26827
29/01/2017;TeleVenda;Arena;208;15218,23;31432
29/01/2017;TeleVenda;Mindscape;146;9649,52;17122
29/01/2017;Telégrafo;Ellipsis;46;2010,66;2541
29/01/2017;TeleVenda;Vast;271;18149,24;13474
29/01/2017;TeleVenda;Arena;1618;67473,69;240070
29/01/2017;Telégrafo;Arena;95;5020,71;13094
29/01/2017;Telégrafo;Vast;63;3322,49;2963
29/01/2017;Porta a Porta;Ellipsis;585;18423,33;31547
29/01/2017;Porta a Porta;Mindscape;658;25802,97;76101
29/01/2017;TeleVenda;Vast;2084;76613,02;99188
29/01/2017;TeleVenda;Ellipsis;1417;46924,77;78770
29/01/2017;Telégrafo;Mindscape;76;6250,93;9382
29/01/2017;TeleVenda;Ellipsis;217;14728,51;13240
29/01/2017;Porta a Porta;Vast;871;27115,62;41265
29/01/2017;TeleVenda;Mindscape;1504;68299;180980
29/01/2017;Porta a Porta;Arena;645;29840,26;91025
30/01/2017;Porta a Porta;Ellipsis;778;17574,72;43126
30/01/2017;TeleVenda;Mindscape;63;3456,33;6686
30/01/2017;Telégrafo;Mindscape;56;3804,86;8058
30/01/2017;TeleVenda;Vast;1002;18953,79;49663
30/01/2017;Porta a Porta;Arena;675;27185,18;94922
30/01/2017;TeleVenda;Ellipsis;935;19090,48;53919
30/01/2017;Telégrafo;Arena;78;4527,58;11962
30/01/2017;TeleVenda;Mindscape;841;23157,4;101996
30/01/2017;TeleVenda;Vast;116;6218,33;5664
30/01/2017;Porta a Porta;Vast;862;18322,73;43801
30/01/2017;Telégrafo;Vast;52;2132,3;2481
30/01/2017;Porta a Porta;Mindscape;681;21750,53;78636
30/01/2017;TeleVenda;Arena;1085;34544,95;157679
30/01/2017;TeleVenda;Ellipsis;93;5723,32;5420
30/01/2017;TeleVenda;Arena;109;6780,7;16072
30/01/2017;Telégrafo;Ellipsis;50;1788,73;2726
31/01/2017;TeleVenda;Vast;993;18701,02;48128
31/01/2017;TeleVenda;Ellipsis;825;16579,81;45913
31/01/2017;Telégrafo;Arena;56;3122,8;7803
31/01/2017;Porta a Porta;Arena;741;30770,65;101269
31/01/2017;TeleVenda;Arena;931;28709,92;133389
31/01/2017;Telégrafo;Mindscape;40;3140,95;5430
31/01/2017;Telégrafo;Ellipsis;42;2477,7;2449
31/01/2017;TeleVenda;Vast;88;4302,19;4094
31/01/2017;Telégrafo;Vast;52;1923,43;2654
31/01/2017;Porta a Porta;Vast;1042;22352,39;52086
31/01/2017;TeleVenda;Mindscape;772;19182,1;91028
31/01/2017;TeleVenda;Arena;93;4833,89;13497
31/01/2017;Porta a Porta;Mindscape;800;25991,43;92952
31/01/2017;Porta a Porta;Ellipsis;880;20235,08;47159
31/01/2017;TeleVenda;Mindscape;56;2703,77;5607
31/01/2017;TeleVenda;Ellipsis;81;5005,84;5232
01/02/2017;Porta a Porta;Arena;835;37319,3;119434
01/02/2017;Telégrafo;Arena;93;4775,68;13111
01/02/2017;Telégrafo;Vast;77;3462,78;3845
01/02/2017;TeleVenda;Arena;208;13491,7;31000
01/02/2017;Porta a Porta;Ellipsis;901;25985,7;48081
01/02/2017;Porta a Porta;Mindscape;933;32552,96;106392
01/02/2017;TeleVenda;Ellipsis;1471;46336;81105
01/02/2017;Porta a Porta;Vast;1153;31777,13;55675
01/02/2017;Telégrafo;Mindscape;79;4404,05;10845
01/02/2017;TeleVenda;Ellipsis;268;17007,12;15919
01/02/2017;TeleVenda;Mindscape;1540;65807,68;185117
01/02/2017;TeleVenda;Vast;335;19492,78;16502
01/02/2017;TeleVenda;Vast;2183;76719,03;101588
01/02/2017;TeleVenda;Arena;1561;64586,15;231771
01/02/2017;TeleVenda;Mindscape;172;10815,21;19437
01/02/2017;Telégrafo;Ellipsis;57;3356,84;3183
02/02/2017;Porta a Porta;Ellipsis;677;20875,92;35463
02/02/2017;TeleVenda;Arena;1475;60953,78;216394
02/02/2017;Telégrafo;Vast;67;2797,01;3103
02/02/2017;Porta a Porta;Arena;701;33437,48;101309
02/02/2017;TeleVenda;Mindscape;1520;65141,08;179375
02/02/2017;Porta a Porta;Mindscape;811;31076,27;94373
02/02/2017;Porta a Porta;Vast;1015;30499,99;48446
02/02/2017;TeleVenda;Ellipsis;304;16946,42;18061
02/02/2017;TeleVenda;Ellipsis;1380;43861,69;75411
02/02/2017;TeleVenda;Arena;235;15413,4;35267
02/02/2017;Telégrafo;Arena;109;5722,1;15595
02/02/2017;Telégrafo;Mindscape;55;2952,77;7167
02/02/2017;Telégrafo;Ellipsis;57;3253,18;3212
02/02/2017;TeleVenda;Vast;2157;74613,23;100194
02/02/2017;TeleVenda;Mindscape;172;9825,06;19898
02/02/2017;TeleVenda;Vast;384;19435,53;17930
03/02/2017;Telégrafo;Arena;115;8759,03;15485
03/02/2017;Telégrafo;Mindscape;66;4037,27;8375
03/02/2017;TeleVenda;Arena;238;15708,74;35523
03/02/2017;Porta a Porta;Mindscape;837;33074,39;100037
03/02/2017;TeleVenda;Mindscape;152;9652,62;17746
03/02/2017;Porta a Porta;Ellipsis;660;20674,7;36149
03/02/2017;TeleVenda;Arena;1554;62726,65;228586
03/02/2017;TeleVenda;Ellipsis;289;16775,68;17210
03/02/2017;Telégrafo;Vast;68;4137,66;3348
03/02/2017;Porta a Porta;Vast;914;27335,87;43556
03/02/2017;TeleVenda;Ellipsis;1386;43157,61;76213
03/02/2017;Porta a Porta;Arena;753;34910,22;108194
03/02/2017;Telégrafo;Ellipsis;53;2804,65;3387
03/02/2017;TeleVenda;Mindscape;1490;66871,32;179056
03/02/2017;TeleVenda;Vast;385;20670,67;18483
03/02/2017;TeleVenda;Vast;2026;68711,25;94516
04/02/2017;TeleVenda;Ellipsis;285;17217,11;17066
04/02/2017;Porta a Porta;Arena;923;40334,19;137384
04/02/2017;Porta a Porta;Ellipsis;795;23214,08;41945
04/02/2017;TeleVenda;Ellipsis;1507;44249,65;83550
04/02/2017;Telégrafo;Arena;109;6920,2;15268
04/02/2017;TeleVenda;Mindscape;162;10375,86;19484
04/02/2017;TeleVenda;Vast;2031;65785,54;93810
04/02/2017;Telégrafo;Mindscape;97;7068,43;13426
04/02/2017;Telégrafo;Vast;79;4299,38;3772
04/02/2017;TeleVenda;Arena;1761;68499,45;264391
04/02/2017;Porta a Porta;Vast;1016;29193,39;46916
04/02/2017;TeleVenda;Mindscape;1566;64005,58;195009
04/02/2017;Telégrafo;Ellipsis;60;4651,09;3285
04/02/2017;TeleVenda;Vast;384;22486,69;18242
04/02/2017;TeleVenda;Arena;184;13113,62;27303
04/02/2017;Porta a Porta;Mindscape;948;33975,93;114673
05/02/2017;TeleVenda;Arena;1887;75007,77;280358
05/02/2017;Telégrafo;Ellipsis;87;8330,06;4665
05/02/2017;Porta a Porta;Vast;1047;29168,57;48137
05/02/2017;TeleVenda;Ellipsis;298;19141,73;18071
05/02/2017;TeleVenda;Vast;347;18147,35;15992
05/02/2017;Porta a Porta;Mindscape;1031;34261,92;126027
05/02/2017;Porta a Porta;Arena;901;37139,19;126530
05/02/2017;TeleVenda;Mindscape;1733;72706,7;213328
05/02/2017;Telégrafo;Arena;113;6452,63;15921
05/02/2017;TeleVenda;Arena;407;36717,8;53880
05/02/2017;TeleVenda;Mindscape;162;10534;19909
05/02/2017;TeleVenda;Vast;2238;75881,81;103764
05/02/2017;Telégrafo;Mindscape;86;6894,32;11665
05/02/2017;Porta a Porta;Ellipsis;821;22871,09;44588
05/02/2017;Telégrafo;Vast;89;5447,94;4114
05/02/2017;TeleVenda;Ellipsis;1688;50458,32;93932
06/02/2017;TeleVenda;Vast;1987;32471,52;96252
06/02/2017;Telégrafo;Mindscape;137;6478,12;19683
06/02/2017;TeleVenda;Arena;3604;89861,39;529422
06/02/2017;Telégrafo;Ellipsis;95;3000,39;5211
06/02/2017;Porta a Porta;Vast;2500;39901,13;120150
06/02/2017;TeleVenda;Mindscape;91;5388,52;10306
06/02/2017;TeleVenda;Ellipsis;1957;33213,37;114494
06/02/2017;TeleVenda;Mindscape;2610;55433,17;332213
06/02/2017;Telégrafo;Vast;108;3055,52;5399
06/02/2017;TeleVenda;Arena;557;52388,24;68283
06/02/2017;Porta a Porta;Ellipsis;2284;40497,78;132854
06/02/2017;Telégrafo;Arena;208;8548,76;30926
06/02/2017;TeleVenda;Vast;172;8878,76;7816
06/02/2017;Porta a Porta;Arena;3797;100512,64;550210
06/02/2017;Porta a Porta;Mindscape;3221;69419,1;407242
06/02/2017;TeleVenda;Ellipsis;116;5994,25;7350
07/02/2017;TeleVenda;Vast;1737;25571,83;82084
07/02/2017;TeleVenda;Mindscape;2443;42511,44;342395
07/02/2017;Telégrafo;Vast;79;2491,01;3637
07/02/2017;Telégrafo;Ellipsis;72;2315,12;4373
07/02/2017;TeleVenda;Mindscape;60;3061,61;7479
07/02/2017;Telégrafo;Mindscape;108;3187,81;15824
07/02/2017;TeleVenda;Arena;370;33257,33;49777
07/02/2017;Telégrafo;Arena;160;5955,9;22913
07/02/2017;Porta a Porta;Vast;2658;38947,26;127406
07/02/2017;Porta a Porta;Arena;3551;83687,1;493489
07/02/2017;TeleVenda;Arena;2435;55021,41;346630
07/02/2017;Porta a Porta;Ellipsis;2291;38340,53;130273
07/02/2017;TeleVenda;Vast;140;6736,87;6370
07/02/2017;TeleVenda;Ellipsis;102;5145,73;6081
07/02/2017;TeleVenda;Ellipsis;1572;25077,73;91351
07/02/2017;Porta a Porta;Mindscape;3945;70297;537259
08/02/2017;Porta a Porta;Mindscape;2173;52714,73;266548
08/02/2017;Porta a Porta;Arena;1678;51442,22;230669
08/02/2017;Porta a Porta;Vast;1978;40193,08;93695
08/02/2017;TeleVenda;Mindscape;193;12743,3;23367
08/02/2017;TeleVenda;Arena;1998;73677,11;290138
08/02/2017;Telégrafo;Vast;78;2752,44;3614
08/02/2017;Telégrafo;Mindscape;90;3487,48;11410
08/02/2017;TeleVenda;Ellipsis;294;19384,2;17641
08/02/2017;Porta a Porta;Ellipsis;1653;35527,44;90922
08/02/2017;TeleVenda;Vast;2416;72906,55;113888
08/02/2017;TeleVenda;Arena;366;30865,44;52401
08/02/2017;TeleVenda;Ellipsis;1784;48718;99282
08/02/2017;Telégrafo;Arena;114;5826,98;16629
08/02/2017;TeleVenda;Vast;366;21438,55;17342
08/02/2017;Telégrafo;Ellipsis;82;4369,9;4734
08/02/2017;TeleVenda;Mindscape;2007;69982,43;250503
09/02/2017;TeleVenda;Vast;1984;65417,9;92789
09/02/2017;TeleVenda;Mindscape;141;9331,73;17120
09/02/2017;Telégrafo;Arena;79;4054,51;11986
09/02/2017;TeleVenda;Mindscape;1524;66754,14;186430
09/02/2017;TeleVenda;Ellipsis;1383;43268,03;76119
09/02/2017;Porta a Porta;Mindscape;819;29698,14;97716
09/02/2017;TeleVenda;Arena;190;14175,9;27081
09/02/2017;Porta a Porta;Arena;769;34168,4;113158
09/02/2017;Porta a Porta;Vast;995;27552,1;47180
09/02/2017;Telégrafo;Vast;66;3069,87;3306
09/02/2017;Telégrafo;Ellipsis;48;2518,91;2551
09/02/2017;TeleVenda;Arena;1602;64519,59;239627
09/02/2017;TeleVenda;Ellipsis;254;15343,09;14894
09/02/2017;TeleVenda;Vast;318;18711,65;15360
09/02/2017;Porta a Porta;Ellipsis;684;20708,65;36837
09/02/2017;Telégrafo;Mindscape;71;4472,57;8922
10/02/2017;TeleVenda;Arena;228;16422;33291
10/02/2017;TeleVenda;Ellipsis;1592;49684,36;90388
10/02/2017;Porta a Porta;Vast;989;27253,89;46368
10/02/2017;Porta a Porta;Arena;686;30758,9;99884
10/02/2017;TeleVenda;Vast;295;18037,54;14260
10/02/2017;Telégrafo;Mindscape;71;4688,09;9218
10/02/2017;Porta a Porta;Ellipsis;661;20167,51;36546
10/02/2017;Telégrafo;Vast;67;3218,93;3203
10/02/2017;TeleVenda;Ellipsis;239;14989,27;14269
10/02/2017;TeleVenda;Arena;1844;76052,41;276233
10/02/2017;TeleVenda;Vast;2302;76264,58;108971
10/02/2017;TeleVenda;Mindscape;1805;80959,25;221524
10/02/2017;Porta a Porta;Mindscape;814;29743,49;98852
10/02/2017;TeleVenda;Mindscape;127;8685,33;15457
10/02/2017;Telégrafo;Ellipsis;45;2461,26;2540
10/02/2017;Telégrafo;Arena;100;5481,92;14003
11/02/2017;Telégrafo;Arena;110;6551,35;16115
11/02/2017;Porta a Porta;Ellipsis;590;17262,06;32433
11/02/2017;Porta a Porta;Vast;868;23727,13;39486
11/02/2017;TeleVenda;Mindscape;116;9185,99;15002
11/02/2017;TeleVenda;Vast;2175;77206,93;101335
11/02/2017;Telégrafo;Mindscape;88;5878,59;11830
11/02/2017;Telégrafo;Vast;79;5470,9;3451
11/02/2017;TeleVenda;Arena;185;13291,27;27444
11/02/2017;TeleVenda;Mindscape;1489;68766,01;184297
11/02/2017;Porta a Porta;Arena;732;31157,25;110137
11/02/2017;Porta a Porta;Mindscape;677;26097,86;83528
11/02/2017;TeleVenda;Ellipsis;1571;52543,19;87708
11/02/2017;TeleVenda;Vast;242;16695,22;11939
11/02/2017;TeleVenda;Arena;1664;68280,14;251185
11/02/2017;TeleVenda;Ellipsis;188;11616,28;11191
11/02/2017;Telégrafo;Ellipsis;47;2715,33;2501
12/02/2017;Telégrafo;Ellipsis;55;3346,77;3452
12/02/2017;TeleVenda;Ellipsis;65;3791,87;3891
12/02/2017;TeleVenda;Ellipsis;804;15727,18;48402
12/02/2017;TeleVenda;Arena;843;25961,17;129183
12/02/2017;TeleVenda;Vast;104;6543,9;5282
12/02/2017;Telégrafo;Vast;58;2137,05;2691
12/02/2017;Telégrafo;Arena;61;3647,61;9020
12/02/2017;Porta a Porta;Arena;753;27980,54;113636
12/02/2017;TeleVenda;Arena;84;5338,75;12338
12/02/2017;Porta a Porta;Mindscape;586;18512,82;71215
12/02/2017;Telégrafo;Mindscape;51;3219,43;6368
12/02/2017;Porta a Porta;Vast;902;18344,97;42195
12/02/2017;TeleVenda;Mindscape;48;2855,94;6279
12/02/2017;Porta a Porta;Ellipsis;911;19351,32;54717
12/02/2017;TeleVenda;Vast;890;17261,51;42284
12/02/2017;TeleVenda;Mindscape;629;18502,43;77766
13/02/2017;Telégrafo;Ellipsis;46;2022,13;2701
13/02/2017;Porta a Porta;Vast;762;15166,4;35931
13/02/2017;TeleVenda;Vast;96;5271,48;4483
13/02/2017;TeleVenda;Ellipsis;658;13457,39;38563
13/02/2017;TeleVenda;Mindscape;715;21521,23;87797
13/02/2017;TeleVenda;Arena;91;5548,93;13141
13/02/2017;TeleVenda;Ellipsis;74;3947,18;4335
13/02/2017;Porta a Porta;Arena;526;20043,63;74060
13/02/2017;Porta a Porta;Mindscape;570;17284,37;69559
13/02/2017;Porta a Porta;Ellipsis;638;14059,03;35710
13/02/2017;Telégrafo;Mindscape;52;2776,64;7084
13/02/2017;TeleVenda;Arena;915;28820,53;137257
13/02/2017;TeleVenda;Vast;816;15531,23;39084
13/02/2017;TeleVenda;Mindscape;40;2671,09;5403
13/02/2017;Telégrafo;Arena;77;4503,71;11290
13/02/2017;Telégrafo;Vast;51;1931,17;2548
14/02/2017;TeleVenda;Mindscape;610;16168,49;74426
14/02/2017;Porta a Porta;Ellipsis;783;16946,57;41629
14/02/2017;Telégrafo;Mindscape;33;1724,1;4510
14/02/2017;TeleVenda;Vast;852;16953,27;40538
14/02/2017;Porta a Porta;Arena;577;22545,5;80814
14/02/2017;Porta a Porta;Mindscape;654;20291,17;78240
14/02/2017;Telégrafo;Arena;42;2249,26;5993
14/02/2017;Porta a Porta;Vast;992;19325,41;46811
14/02/2017;TeleVenda;Vast;82;3977,41;4073
14/02/2017;TeleVenda;Ellipsis;56;2559,92;3396
14/02/2017;Telégrafo;Vast;49;1986,04;2261
14/02/2017;TeleVenda;Arena;773;24060,75;113221
14/02/2017;TeleVenda;Ellipsis;649;13529,14;36058
14/02/2017;TeleVenda;Arena;71;4304,45;10594
14/02/2017;TeleVenda;Mindscape;33;1821,39;3738
14/02/2017;Telégrafo;Ellipsis;42;1541,56;2365
15/02/2017;Porta a Porta;Vast;1339;34966,8;62759
15/02/2017;Telégrafo;Mindscape;88;6333,38;10871
15/02/2017;TeleVenda;Ellipsis;227;13929,6;13692
15/02/2017;TeleVenda;Mindscape;116;8039,02;13259
15/02/2017;Telégrafo;Arena;102;7016,91;14791
15/02/2017;TeleVenda;Mindscape;1658;72369,25;200645
15/02/2017;Telégrafo;Ellipsis;59;3339,73;3306
15/02/2017;TeleVenda;Ellipsis;1580;49376,96;87055
15/02/2017;Porta a Porta;Mindscape;996;34985,69;114772
15/02/2017;TeleVenda;Arena;168;12282,29;25144
15/02/2017;TeleVenda;Vast;2352;78858,82;109448
15/02/2017;TeleVenda;Arena;1585;65090,19;234077
15/02/2017;Porta a Porta;Arena;822;36160,19;116993
15/02/2017;Porta a Porta;Ellipsis;963;26214,56;51498
15/02/2017;TeleVenda;Vast;252;15347,16;12993
15/02/2017;Telégrafo;Vast;80;4008,23;3698
16/02/2017;TeleVenda;Mindscape;1720;69838,67;203492
16/02/2017;TeleVenda;Arena;1638;66672,22;243265
16/02/2017;Telégrafo;Mindscape;82;5210,75;9507
16/02/2017;Porta a Porta;Arena;694;31555,45;99614
16/02/2017;Telégrafo;Arena;80;5019,16;11169
16/02/2017;TeleVenda;Vast;2285;72685,91;106151
16/02/2017;Porta a Porta;Vast;1048;28147,25;51008
16/02/2017;TeleVenda;Mindscape;148;9408,27;16522
16/02/2017;TeleVenda;Arena;193;12380,85;28853
16/02/2017;TeleVenda;Ellipsis;1464;44807,44;80556
16/02/2017;Porta a Porta;Ellipsis;736;21492,77;39845
16/02/2017;Telégrafo;Vast;90;4103,01;4634
16/02/2017;Telégrafo;Ellipsis;54;3628,29;3234
16/02/2017;TeleVenda;Vast;299;17440,79;15095
16/02/2017;Porta a Porta;Mindscape;1032;34884,66;117190
16/02/2017;TeleVenda;Ellipsis;256;16929,67;15681
17/02/2017;Porta a Porta;Vast;1052;27193,58;50576
17/02/2017;TeleVenda;Arena;195;13110,91;28712
17/02/2017;Porta a Porta;Arena;705;31574,82;101961
17/02/2017;TeleVenda;Arena;1677;67056,37;249116
17/02/2017;Telégrafo;Ellipsis;44;2983,74;2457
17/02/2017;TeleVenda;Ellipsis;220;14013,54;13251
17/02/2017;TeleVenda;Vast;2232;70171;104181
17/02/2017;TeleVenda;Ellipsis;1457;43734;80212
17/02/2017;Telégrafo;Vast;69;3520,61;3275
17/02/2017;Telégrafo;Mindscape;81;5718,17;11136
17/02/2017;Telégrafo;Arena;96;4907,12;13620
17/02/2017;TeleVenda;Mindscape;120;8545,73;14362
17/02/2017;Porta a Porta;Mindscape;1011;35010,9;113038
17/02/2017;TeleVenda;Mindscape;1702;71194,41;202982
17/02/2017;Porta a Porta;Ellipsis;718;20975,34;38912
17/02/2017;TeleVenda;Vast;266;15769,07;12821
18/02/2017;TeleVenda;Arena;175;12806,58;24627
18/02/2017;Porta a Porta;Ellipsis;855;24663,95;47623
18/02/2017;TeleVenda;Mindscape;110;8065,87;13725
18/02/2017;TeleVenda;Vast;2834;92007,17;133618
18/02/2017;Telégrafo;Vast;85;3183,26;4013
18/02/2017;TeleVenda;Ellipsis;238;14166,97;14693
18/02/2017;Telégrafo;Arena;112;5614,52;15839
18/02/2017;Telégrafo;Mindscape;87;3807,7;9651
18/02/2017;Porta a Porta;Arena;1031;40392,71;142933
18/02/2017;TeleVenda;Mindscape;1901;83106,15;225296
18/02/2017;Porta a Porta;Vast;1413;34743,19;67809
18/02/2017;TeleVenda;Arena;2256;88505,05;330690
18/02/2017;Porta a Porta;Mindscape;1041;35872,52;118673
18/02/2017;TeleVenda;Vast;282;18147,08;13580
18/02/2017;Telégrafo;Ellipsis;54;2175,9;3325
18/02/2017;TeleVenda;Ellipsis;1766;57489,62;97551
19/02/2017;TeleVenda;Mindscape;1809;39200,96;223802
19/02/2017;Telégrafo;Arena;178;6990,61;26727
19/02/2017;TeleVenda;Vast;2483;34576,54;126615
19/02/2017;Porta a Porta;Arena;2844;79977,75;424422
19/02/2017;Porta a Porta;Vast;2507;37337,96;127612
19/02/2017;TeleVenda;Ellipsis;121;6941,53;7244
19/02/2017;Porta a Porta;Mindscape;1774;43890,14;208521
19/02/2017;TeleVenda;Arena;3140;73178,14;474353
19/02/2017;Telégrafo;Mindscape;90;4179,14;10788
19/02/2017;TeleVenda;Ellipsis;1559;25742,21;91392
19/02/2017;Telégrafo;Vast;91;2299,29;4701
19/02/2017;TeleVenda;Mindscape;83;6170,77;11234
19/02/2017;Porta a Porta;Ellipsis;1547;29725,02;93833
19/02/2017;Telégrafo;Ellipsis;67;2658,34;3931
19/02/2017;TeleVenda;Vast;430;86319,5;15191
19/02/2017;TeleVenda;Arena;147;9245,2;21382
20/02/2017;TeleVenda;Arena;95;5643,4;13609
20/02/2017;TeleVenda;Arena;2082;51714,28;304855
20/02/2017;Porta a Porta;Vast;1527;24350,06;75377
20/02/2017;Telégrafo;Vast;79;2337,05;3656
20/02/2017;TeleVenda;Vast;1574;23943,38;78763
20/02/2017;Porta a Porta;Ellipsis;1112;21563,56;65091
20/02/2017;Porta a Porta;Arena;1603;48210,71;229755
20/02/2017;TeleVenda;Mindscape;1430;33304,61;173800
20/02/2017;Telégrafo;Mindscape;89;4987,92;11200
20/02/2017;TeleVenda;Mindscape;61;3478,92;7242
20/02/2017;Telégrafo;Arena;131;5200,96;18947
20/02/2017;TeleVenda;Ellipsis;1164;20070,58;68596
20/02/2017;TeleVenda;Vast;96;5103,07;4450
20/02/2017;TeleVenda;Ellipsis;87;4640,13;5105
20/02/2017;Porta a Porta;Mindscape;1343;34357,48;159889
20/02/2017;Telégrafo;Ellipsis;57;2114,81;3651
21/02/2017;TeleVenda;Vast;1644;25060,6;80186
21/02/2017;TeleVenda;Arena;77;4421,28;11142
21/02/2017;Porta a Porta;Vast;1926;30815,19;93705
21/02/2017;TeleVenda;Ellipsis;1232;20811,53;70753
21/02/2017;Porta a Porta;Ellipsis;1362;26041,79;77269
21/02/2017;Porta a Porta;Mindscape;1512;39235,78;179502
21/02/2017;TeleVenda;Mindscape;1163;26199,38;141878
21/02/2017;TeleVenda;Vast;77;3532,06;3592
21/02/2017;Porta a Porta;Arena;1669;51774,44;236434
21/02/2017;TeleVenda;Arena;1638;41239,99;239020
21/02/2017;Telégrafo;Arena;95;4090,39;13794
21/02/2017;TeleVenda;Mindscape;40;2306,09;4962
21/02/2017;Telégrafo;Vast;80;4664,92;4106
21/02/2017;Telégrafo;Mindscape;66;2816,55;7883
21/02/2017;Telégrafo;Ellipsis;53;2169,9;3290
21/02/2017;TeleVenda;Ellipsis;55;2817,07;3280
22/02/2017;TeleVenda;Ellipsis;214;14165,09;13128
22/02/2017;Telégrafo;Arena;115;6445,97;17172
22/02/2017;Porta a Porta;Arena;1272;45887,89;180266
22/02/2017;TeleVenda;Arena;1966;73571,09;289373
22/02/2017;TeleVenda;Vast;2666;81228,25;125361
22/02/2017;Porta a Porta;Mindscape;1381;42001,34;158476
22/02/2017;TeleVenda;Ellipsis;1820;50885,24;99781
22/02/2017;TeleVenda;Mindscape;111;8215,37;12256
22/02/2017;TeleVenda;Mindscape;1891;78420,75;222694
22/02/2017;Porta a Porta;Vast;1836;38863,41;89604
22/02/2017;Telégrafo;Ellipsis;58;3078,11;3569
22/02/2017;Telégrafo;Mindscape;89;5641,39;10772
22/02/2017;TeleVenda;Vast;246;15739,7;11955
22/02/2017;Telégrafo;Vast;82;3714,42;4051
22/02/2017;Porta a Porta;Ellipsis;1264;29546,61;70693
22/02/2017;TeleVenda;Arena;191;14725,97;28916
23/02/2017;Telégrafo;Vast;87;6324,1;4426
23/02/2017;TeleVenda;Ellipsis;219;14090,97;13885
23/02/2017;TeleVenda;Ellipsis;1602;46665,79;90563
23/02/2017;TeleVenda;Mindscape;125;9439,6;15746
23/02/2017;Telégrafo;Ellipsis;61;2372,9;3427
23/02/2017;Porta a Porta;Mindscape;907;31680,82;103274
23/02/2017;Telégrafo;Mindscape;79;5343,93;9540
23/02/2017;TeleVenda;Vast;257;17540;12467
23/02/2017;TeleVenda;Mindscape;1617;63552,9;189086
23/02/2017;TeleVenda;Arena;1620;63763,24;236308
23/02/2017;Porta a Porta;Vast;1060;27527,25;50649
23/02/2017;Porta a Porta;Ellipsis;795;21676,06;43256
23/02/2017;TeleVenda;Vast;2220;69767,34;103897
23/02/2017;Telégrafo;Arena;119;7675,23;18221
23/02/2017;Porta a Porta;Arena;742;32361,68;104191
23/02/2017;TeleVenda;Arena;192;14826,93;29364
24/02/2017;Telégrafo;Mindscape;90;5163,58;11158
24/02/2017;TeleVenda;Ellipsis;1489;43407,67;82471
24/02/2017;Porta a Porta;Mindscape;988;33282;112800
24/02/2017;Telégrafo;Ellipsis;56;3804,63;3428
24/02/2017;TeleVenda;Arena;1597;61722,57;232760
24/02/2017;TeleVenda;Mindscape;117;8432,66;15372
24/02/2017;TeleVenda;Ellipsis;225;14759,93;13704
24/02/2017;TeleVenda;Arena;206;14949,83;30641
24/02/2017;Porta a Porta;Vast;1024;27351,68;47465
24/02/2017;Telégrafo;Vast;83;4878,26;4210
24/02/2017;TeleVenda;Mindscape;1558;60167,65;180490
24/02/2017;Telégrafo;Arena;99;7440,97;13841
24/02/2017;Porta a Porta;Ellipsis;742;20973,66;40894
24/02/2017;Porta a Porta;Arena;714;30266,75;98901
24/02/2017;TeleVenda;Vast;2093;65031,8;96454
24/02/2017;TeleVenda;Vast;248;16387,51;12581
25/02/2017;TeleVenda;Arena;183;12227,15;26594
25/02/2017;Porta a Porta;Arena;774;31610,97;105827
25/02/2017;Porta a Porta;Ellipsis;785;20840,62;43741
25/02/2017;Porta a Porta;Mindscape;920;30724,8;104245
25/02/2017;TeleVenda;Vast;2072;64110,53;98368
25/02/2017;Telégrafo;Mindscape;69;5343,17;8734
25/02/2017;TeleVenda;Arena;1649;62703,78;237393
25/02/2017;TeleVenda;Ellipsis;216;14073,61;13044
25/02/2017;Porta a Porta;Vast;995;24844,49;46835
25/02/2017;Telégrafo;Vast;84;6442,82;3928
25/02/2017;TeleVenda;Mindscape;1654;67273,03;194817
25/02/2017;TeleVenda;Mindscape;117;9009;14500
25/02/2017;TeleVenda;Vast;225;14677,91;11082
25/02/2017;Telégrafo;Arena;93;10112,41;12520
25/02/2017;Telégrafo;Ellipsis;40;2078,58;2053
25/02/2017;TeleVenda;Ellipsis;1445;41813,38;80502
26/02/2017;TeleVenda;Mindscape;117;7848,1;14668
